,Unnamed: 0,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
1530,1545,569669336991969280,neutral,0.3732,,0.0,United,,wfmayo,,0,on the plane. I was thoughtful enough to ask for it and got it; there are prob others that also deserved it,,2015-02-22 17:25:28 -0800,"Vienna, VA",Eastern Time (US & Canada)
1531,1548,569667955727818752,neutral,0.3428,,0.0,United,,danny_9_9,,0,S/O to  for coming in clutch and finally taking me home 🙌🙌,,2015-02-22 17:19:59 -0800,,
1532,1554,569666428388958209,neutral,0.6813,,0.0,United,,kgwalt3,,0,left my iPad on MCO-&gt;IAD flight 174. How long to hear back once claim submitted? TY!,,2015-02-22 17:13:55 -0800,,
1533,1559,569665343880368131,neutral,0.34,,0.0,United,,RichGoldstein,,0,Didn't know that buying a seat in first class was just a 'request' to sit in first class! Very Interesting.,,2015-02-22 17:09:36 -0800,New York,
1534,1563,569664250521763840,neutral,0.6559999999999999,,0.0,United,,emilygalati,,0,"can I get on a stand by list from ASE to ORD? I'm the only poor person in Aspen, that's why I'm asking for standby on twitter.",,2015-02-22 17:05:15 -0800,"Chicago, IL",Mountain Time (US & Canada)
1535,1578,569658769686339584,neutral,1.0,,,United,,RChew_FORR,,0,is it possible to add a Known Traveler Number to my ticket after Flight Booking Problems?,,2015-02-22 16:43:29 -0800,"Cambridge, MA",
1536,1580,569657781835460608,neutral,0.6667,,0.0,United,,tiamariaroxs,,0,If an award is no longer showing available could it possible become available again?,,2015-02-22 16:39:33 -0800,,
1537,1581,569657202325229568,neutral,0.6137,,0.0,United,,bryankendro,,0,flight to DFW from IAD Cancelled Flightled for mechanical can I get rental car to MDT-my origin,,2015-02-22 16:37:15 -0800,Harrisburg,Eastern Time (US & Canada)
1538,1582,569656504946536449,neutral,1.0,,,United,,XlnsMngr,,0,can you help me get from IAH to SFO earlier tonight?,,2015-02-22 16:34:29 -0800,,
1539,1588,569654439646269440,neutral,1.0,,,United,,IamTamica,,0,I did. they told us the wrong carousel number.,,2015-02-22 16:26:16 -0800,moving forward... ,Eastern Time (US & Canada)
1540,1589,569654428636049408,neutral,0.6705,,0.0,United,,AlexColIins,,0,no thanks,,2015-02-22 16:26:14 -0800,michigan ,Eastern Time (US & Canada)
1541,1599,569649006986407936,neutral,1.0,,,United,,jrmcirvin,,0,UAL212 LAX-JFK,,2015-02-22 16:04:41 -0800,,Central Time (US & Canada)
1542,1600,569648584909434880,neutral,0.6477,,0.0,United,,Spencerklein,,0,...would be on the next flight to Hayden/steamboat,,2015-02-22 16:03:00 -0800,,Eastern Time (US & Canada)
1543,1610,569646005315973120,neutral,1.0,,,United,,TSAmedia_RossF,,0,"Good evening, UA. Can you assist with an issue via DM?",,2015-02-22 15:52:45 -0800,"Washington, D.C.",Eastern Time (US & Canada)
1544,1623,569641686101585921,neutral,1.0,,,United,,rikrik__,,0,"“  What made you come to this? Can we help you with anything? ^JP” free tickets , for the i convince .",,2015-02-22 15:35:36 -0800,Saint Louis,Central Time (US & Canada)
1545,1639,569639288649883648,neutral,1.0,,,United,,FAiRChicago,,0,FAA invest near miss on O'Hare runway last wk:,"[41.9763291, -87.73856403]",2015-02-22 15:26:04 -0800,"Chicago, IL",
1546,1642,569638013287862273,neutral,1.0,,,United,,ChrisOneputt91,,0,I am UA elite Gold and have a UA Chase pres. plus credit card.  How many EQM's do I need to get Platinum Elite!,,2015-02-22 15:21:00 -0800,,
1547,1653,569634833917452288,neutral,0.6925,,0.0,United,,D_WaYnE_01,,0,"when I click that link it wants my flight info. I haven't booked a flight yet. I read you waive fees for military, it this true?",,2015-02-22 15:08:22 -0800,,
1548,1658,569633545737490433,neutral,0.6967,,0.0,United,,TheFireTracker2,,0,I'll let you know week after next when I do another coast-coast RT again.,,2015-02-22 15:03:15 -0800,Global- Mostly Silicon Valley,Pacific Time (US & Canada)
1549,1663,569631350304731136,neutral,0.6694,,,United,,wfmayo,,0,4 open seats in 1st class on UA 2065. Way to honor your upgrade policy for freq flyers and/or honor an employee with an upgrade.,,2015-02-22 14:54:31 -0800,"Vienna, VA",Eastern Time (US & Canada)
1550,1673,569629228225859584,neutral,0.6489,,0.0,United,,thefarb,,0,you friend's flt from ase to Denver is Cancelled Flightled for tomorrow.  Can you help with rebook?,,2015-02-22 14:46:05 -0800,"ÜT: 39.39339,-76.762595",Eastern Time (US & Canada)
1551,1676,569628499549548545,neutral,0.6733,,,United,,joelrwilliams1,,0,used to (still do?) let you listen to flight radio...I often did...interesting to me,,2015-02-22 14:43:12 -0800,"Greensboro, NC",Eastern Time (US & Canada)
1552,1680,569626978397134848,neutral,0.6117,,0.0,United,,BUlizard,,0,AND WE GOT ZERO VOUCHERS FOR HOTEL OR CAB. I expect some SERIOUS mileage credits.,,2015-02-22 14:37:09 -0800,,
1553,1682,569626655527981058,neutral,1.0,,,United,,nbhdsheila,,0,+the plane.,,2015-02-22 14:35:52 -0800,Boston,Eastern Time (US & Canada)
1554,1698,569620902742233088,neutral,1.0,,,United,,D_WaYnE_01,,0,I do not see where it talks about military baggage fees. Can you please guide me. Thanks,,2015-02-22 14:13:00 -0800,,
1555,1719,569617064375271424,neutral,1.0,,,United,,BUlizard,,0,I'll be calling tomorrow,,2015-02-22 13:57:45 -0800,,
1556,1725,569615659333627904,neutral,0.6957,,0.0,United,,Mikeplos,,0,you still have flat tire policy.  Shuttle broke down on way to ORD.  Will probably miss the 425pm to CLE...Help please!!,,2015-02-22 13:52:10 -0800,"Erie, PA",
1557,1735,569610889214754816,neutral,1.0,,,United,,AbbieBjugstad,,0,"Okay, just requested to follow.",,2015-02-22 13:33:13 -0800,,
1558,1737,569609923807440896,neutral,0.6495,,,United,,18handicap,,0,make sure you take care of  team &  team. We are 16-0!!!!,,2015-02-22 13:29:23 -0800,anywhere but CStat,Central Time (US & Canada)
1559,1749,569604805116563457,neutral,1.0,,,United,,NancyDiaznancyn,,0,there is a sector whereby it says $0 in both bags...no bag allowance at all in international flight?,"[-37.8536992, 145.1106176]",2015-02-22 13:09:02 -0800,,
1560,1769,569592626300751873,neutral,1.0,,,United,,AbbieBjugstad,,0,Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.,,2015-02-22 12:20:39 -0800,,
1561,1772,569591954830450688,neutral,1.0,,,United,,Lmuschel,,0,in fact he received my boarding pass,,2015-02-22 12:17:59 -0800,,
1562,1773,569591647685775361,neutral,0.6733,,0.0,United,,Lmuschel,,0,he is traveling with me on a sep reservation number F3KxB8,,2015-02-22 12:16:45 -0800,,
1563,1775,569591456190504961,neutral,0.6354,,0.0,United,,tspinnersbride,,0,You must follow me in order for me to send you a direct message if that is what you meant.,,2015-02-22 12:16:00 -0800,,
1564,1776,569590151657103360,neutral,0.6423,,0.0,United,,tspinnersbride,,0,I don't know what DM the confirmation number means.,,2015-02-22 12:10:49 -0800,,
1565,1778,569589829735821312,neutral,1.0,,,United,,tspinnersbride,,0,What does DM the confirmation @ mean???,,2015-02-22 12:09:32 -0800,,
1566,1795,569580671112388608,neutral,0.6186,,0.0,United,,LMSNaomi,,0,no thank you,,2015-02-22 11:33:08 -0800,deep in the ❤ of Texas...,Atlantic Time (Canada)
1567,1806,569577959440257025,neutral,0.6559,,0.0,United,,tmccartney,,0,Name correct on original confirmation but spelled wrong on check-in reminder. First name and MI run together. Cause for concern?,,2015-02-22 11:22:22 -0800,,Central Time (US & Canada)
1568,1817,569570477410275328,neutral,1.0,,,United,,AirLabrador,,0,"welcome to our world, that's a snow world today.  Goose Bay, Labrador, Canada.",,2015-02-22 10:52:38 -0800,Everywhere,Santiago
1569,1830,569565822571679745,neutral,1.0,,,United,,prettytrini22,,0,tried that. Cannot figure out where to go to get it.,,2015-02-22 10:34:08 -0800,,Eastern Time (US & Canada)
1570,1832,569565328012763137,neutral,1.0,,,United,,SamChipperfield,,0,Did you get your 757 Model?,,2015-02-22 10:32:10 -0800,New Hartley,Casablanca
1571,1836,569562383489896448,neutral,0.6940000000000001,,0.0,United,,djsox5,,0,"why not charge for 2nd carryon instead of checked bag? Less jockeying for overhead space, happier passengers, more ontime departures",,2015-02-22 10:20:28 -0800,"Hingham, MA",Eastern Time (US & Canada)
1572,1843,569559433887526913,neutral,0.6617,,0.0,United,,Lmuschel,,0,doesn't purchasing ticket with a united card give me priority boarding ?,,2015-02-22 10:08:45 -0800,,
1573,1856,569552374882299904,neutral,1.0,,,United,,Laura_GomezRod,,0,what's the status of flight 1008 Bogotá-Houston?,,2015-02-22 09:40:42 -0800,"Phoneix, AZ",Eastern Time (US & Canada)
1574,1858,569550779520032770,neutral,1.0,,,United,,opjebekrol,,0,Is a snowboard boot bag included in the standard checked baggage next to the snowboard bag?,,2015-02-22 09:34:22 -0800,,
1575,1862,569547989007646721,neutral,0.6659,,,United,,D_WaYnE_01,,0,"getting ready to book a flight to San Juan. Was wondering, Does United waive baggage fees for military personnel. Thanks.",,2015-02-22 09:23:16 -0800,,
1576,1866,569544819510345728,neutral,1.0,,,United,,WayneMAaron,,0,pls follow for DM,,2015-02-22 09:10:41 -0800,,
1577,1867,569544742595391489,neutral,1.0,,,United,,starbeer,,0,"ah, that would explain why crew didn't seem particularly distressed when we pointed it out. It was a little startling at first.",,2015-02-22 09:10:22 -0800,Toronto,Eastern Time (US & Canada)
1578,1869,569544730184261632,neutral,0.6871,,0.0,United,,WilliGranny,,0,can you assign seats,,2015-02-22 09:10:19 -0800,,Central Time (US & Canada)
1579,1873,569543771181981697,neutral,0.6388,,,United,,Nick_Delray,,0,just added one. Ty,,2015-02-22 09:06:31 -0800,,
1580,1875,569541591586643968,neutral,1.0,,,United,,WayneMAaron,,2,Pls hold UA2066 for 9 cnx pax frm UA6194.  All runners.  A 5 min hold will save 2 fam frm miscnx.  Pls. Twitter is watching.,,2015-02-22 08:57:51 -0800,,
1581,1882,569537571685924864,neutral,1.0,,,United,,WayneMAaron,,0,pls follow for DM.,,2015-02-22 08:41:53 -0800,,
1582,1894,569531484903772161,neutral,0.6753,,0.0,United,,allen_crawford,,0,"It was 3387. But we helped you with the weight issue, took your vouchers, and hopped on a  flight instead.",,2015-02-22 08:17:42 -0800,"Indianapolis, IN",Eastern Time (US & Canada)
1583,1899,569529608862875648,neutral,1.0,,,United,,BenHabbel,,0,can you put Russell Daiber (on same ticket) as well into premium Eco? Appreciated!,,2015-02-22 08:10:14 -0800,New York City,Pacific Time (US & Canada)
1584,1900,569528923769298945,neutral,1.0,,,United,,RJordan47,,0,can you get me to okc from Sacramento today. Dfw is now closed,,2015-02-22 08:07:31 -0800,Oklahoma,Central Time (US & Canada)
1585,1902,569527975252766720,neutral,0.667,,0.0,United,,YaDurak,,0,"Out of curiosity, when a flight is arranged, are pilots notified? There are a lot of \""pilots haven't arrived yet\"" announcements.",,2015-02-22 08:03:45 -0800,"Alexandria, VA",
1586,1903,569527524323151873,neutral,0.6543,,0.0,United,,patrick_maness,,0,Yes. To Boston. I was going to Providence.,,2015-02-22 08:01:57 -0800,Rhode Island,Eastern Time (US & Canada)
1587,1905,569526294477725697,neutral,0.6601,,,United,,juansequeda,,0,how are conditions in BOS today? I'm in UA994. Everything appears to be in time but I wanted to check.,,2015-02-22 07:57:04 -0800,AustinTX-AUS/CaliColombia-CLO,Central Time (US & Canada)
1588,1906,569526172335222784,neutral,1.0,,,United,,ATL_Attorney,,0,same day flights,,2015-02-22 07:56:35 -0800,"Atlanta, GA",Quito
1589,1916,569521863891804160,neutral,0.6642,,0.0,United,,CressM,,0,I6EP18,,2015-02-22 07:39:28 -0800,FL,
1590,1919,569520712379052032,neutral,1.0,,,United,,worldknits,,0,DM'ed you,,2015-02-22 07:34:53 -0800,"Fredericksburg, VA",Eastern Time (US & Canada)
1591,1921,569518979103924224,neutral,0.64,,0.0,United,,throthra,,0,why de-ice before taxing? Maybe it  ?,,2015-02-22 07:28:00 -0800,,
1592,1922,569518596231008258,neutral,1.0,,,United,,ericdUX,,0,Flight 1547 CMH to ORD just arrived at gate. Next segment to YVR already boarding. Will they hold it?,,2015-02-22 07:26:29 -0800,"Columbus, Ohio, USA",Eastern Time (US & Canada)
1593,1934,569514124490579969,neutral,0.6365,,0.0,United,,roryfreeman87,,0,with about 25 people trying to get on flights,"[29.98872603, -95.3384666]",2015-02-22 07:08:42 -0800,california,Central Time (US & Canada)
1594,1940,569513049507246081,neutral,0.6292,,0.0,United,,craigsmail,,0,can you change DKYDE6 to 4583&gt;36 on 2/23 instead of 3636&gt;606&gt;36; original reservation was for 4404&gt;36 yesterday but was Cancelled Flightled.,,2015-02-22 07:04:26 -0800,"Kansas City, USA",Eastern Time (US & Canada)
1595,1948,569507197052260354,neutral,1.0,,,United,,Angry_VBK,,0,question. Are departure times based off eastern central time or the time zone your actually in?,,2015-02-22 06:41:11 -0800,,
1596,1956,569504232971362304,neutral,1.0,,,United,,FlyChristo,,0,"Was on NH10 on United ticket, rerouted to IAD due to weather in JFK. Can you get us home on United 5713 or 3277?",,2015-02-22 06:29:24 -0800,New York City,Eastern Time (US & Canada)
1597,1973,569499431369891840,neutral,0.6362,,0.0,United,,_Charette_,,0,we need a new flight to Tucson,,2015-02-22 06:10:19 -0800,SE AZ By Way of HV,Mountain Time (US & Canada)
1598,1984,569491346647445505,neutral,0.6804,,0.0,United,,Potter_Who,,0,sister & BIL stuck in Detroit desperately need to be in Florida flying w/  is there anything you can do?,,2015-02-22 05:38:12 -0800,whore island ,Eastern Time (US & Canada)
1599,1990,569489032100614144,neutral,0.6416,,0.0,United,,anil_arca,,0,I just sent to you.,,2015-02-22 05:29:00 -0800,"Virginia, USA",
1600,2002,569480693782339584,neutral,1.0,,,United,,gwp22183,,0,"Do you have plans for an iPad app?  The iPhone app is great, but on the  iPad you have to flip the iPad.  Is there a beta? Tks.",,2015-02-22 04:55:52 -0800,Metro DC Area,
1601,2003,569480220203474944,neutral,1.0,,,United,,jessehaines,,0,"I tried.   We were hung up on, twice. After speaking with someone, then put on hold for 45 minutes.  No resolution.",,2015-02-22 04:53:59 -0800,"ÜT: 43.492878,-96.790916",Central Time (US & Canada)
1602,2008,569476889313562624,neutral,0.6863,,,United,,docambrose97,,0,Thanks!  Good to know.,,2015-02-22 04:40:45 -0800,,
1603,2009,569476281974132736,neutral,0.6721,,,United,,meigheyburn,,0,okay. Thanks.,,2015-02-22 04:38:20 -0800,"Akron, Ohio",Eastern Time (US & Canada)
1604,2011,569475306018353152,neutral,0.6807,,0.0,United,,LisaKothari,,0,"Seat 14A, Flight UA895","[22.31355693, 113.92636768]",2015-02-22 04:34:27 -0800,Seattle WA,Pacific Time (US & Canada)
1605,2012,569475245708419072,neutral,0.6931,,,United,,meigheyburn,,0,is it on a flight now? Thanks for reply.,,2015-02-22 04:34:13 -0800,"Akron, Ohio",Eastern Time (US & Canada)
1606,2014,569475000660422656,neutral,1.0,,,United,,meigheyburn,,0,it can't be delivered. It has to be held there for me to cross the border to pick up. Please don't try to deliver.,,2015-02-22 04:33:15 -0800,"Akron, Ohio",Eastern Time (US & Canada)
1607,2022,569470098534207489,neutral,0.6876,,0.0,United,,fabricelion,,0,"are you looking for European Flight attendants for Paris or Frankfurt?

Best, 

Fabrice",,2015-02-22 04:13:46 -0800,Belgium,Brussels
1608,2025,569468823625027586,neutral,0.6788,,0.0,United,,seb749,,0,need help. Never got tickets. Conf,,2015-02-22 04:08:42 -0800,,Eastern Time (US & Canada)
1609,2026,569462023173619712,neutral,0.6565,,,United,,victor_haydin,,0,"some compensation (e.g. upgrade to higher class for my rescheduled flight to MUC today) will be appreciated, though ;)",,2015-02-22 03:41:41 -0800,,Kyiv
1610,2029,569459716906229760,neutral,0.6444,,,United,,MichaelJGlasgow,,0,"Sorry,  I accidentally popuLate Flightd with you instead of  Can't wait 'til \""U\"" are the only \""U\"" in the sky.",,2015-02-22 03:32:31 -0800,"Raleigh, North Carolina, USA",
1611,2059,569415643474362368,neutral,1.0,,,United,,MissDanaJones,,0,what's with the layover in Canada from the UA125? Is that scheduled?,,2015-02-22 00:37:23 -0800,"Berlin, Germany",Berlin
1612,2067,569400431002173441,neutral,0.6845,,,United,,kreespa,,0,all set. Figured it out at the baggage office!,,2015-02-21 23:36:56 -0800,Little Rhody,Eastern Time (US & Canada)
1613,2071,569390507526369280,neutral,1.0,,,United,,EmilyIsBach,,0,I have $20 and I'll draw you a super sweet picture of your choosing. Will that get me round-trip to San Diego? 🌴🌴 It's so cold here.,,2015-02-21 22:57:30 -0800,"Potsdam, NY",Eastern Time (US & Canada)
1614,2078,569382132231110656,neutral,0.6592,,,United,,JEOKOO1,,0,download jeokoo the American app for air travelers,,2015-02-21 22:24:13 -0800,"Washington, DC. ",
1615,2090,569373743698591744,neutral,1.0,,,United,,billqamz,,0,Can I get a follow? I fly with you for Christmas.,,2015-02-21 21:50:53 -0800,East Coast,
1616,2099,569368056855552001,neutral,1.0,,,United,,WM_j_MW,,0,Phone,,2015-02-21 21:28:17 -0800,"Wake Forest, NC",Eastern Time (US & Canada)
1617,2101,569367755670966272,neutral,1.0,,,United,,WM_j_MW,,0,Pick,,2015-02-21 21:27:05 -0800,"Wake Forest, NC",Eastern Time (US & Canada)
1618,2105,569366337929105408,neutral,0.6698,,0.0,United,,WM_j_MW,,0,24 seats available on the 2:15 pm from ORD to RDU...I need 2 seats please,,2015-02-21 21:21:27 -0800,"Wake Forest, NC",Eastern Time (US & Canada)
1619,2111,569364890307190784,neutral,1.0,,,United,,kreespa,,0,if I was rebooked do I have to pick up my luggage?,,2015-02-21 21:15:42 -0800,Little Rhody,Eastern Time (US & Canada)
1620,2115,569363221791928320,neutral,0.68,,0.0,United,,jackiehoglund,,0,I am following - you need to follow me for DM?,,2015-02-21 21:09:04 -0800,"Boston, MA",Quito
1621,2118,569361701495304192,neutral,0.6655,,0.0,United,,kreespa,,0,just called and did it. Should have earlier because I'm being sent to DCA first and THEN to pvd. We may rent a car instead.,,2015-02-21 21:03:02 -0800,Little Rhody,Eastern Time (US & Canada)
1622,2120,569359055937908736,neutral,1.0,,,United,,AMMBoman,,0,I went from Sacramento to Minneapolis at the end of October 2014 in business class.,,2015-02-21 20:52:31 -0800,Kaizen 改善,Arizona
1623,2129,569349274049368064,neutral,0.6957,,0.0,United,,c4pyro,,0,I see several economy plus can you put us in those. We don't have to be seated together,,2015-02-21 20:13:39 -0800,,
1624,2131,569346431833673732,neutral,0.6362,,,United,,JimStarkBalla,,0,I see you coming to get me and  in Hawaii!,"[21.32911863, -157.91749165]",2015-02-21 20:02:21 -0800,Htown,
1625,2135,569343661063823360,neutral,1.0,,,United,neutral,aushianya,,0,I have a question,,2015-02-21 19:51:21 -0800,,
1626,2138,569342670184648704,neutral,1.0,,,United,,c4pyro,,0,I see two flights with two seats in the morning can we get on those,,2015-02-21 19:47:25 -0800,,
1627,2143,569340200934969344,neutral,0.6632,,,United,,c4pyro,,0,we will be at the airport first thing in the morning,,2015-02-21 19:37:36 -0800,,
1628,2146,569339181136113664,neutral,0.6769,,,United,,c4pyro,,0,Doesn't have to be same flight 2 and 2 will work also,,2015-02-21 19:33:33 -0800,,
1629,2150,569338341306572800,neutral,0.6745,,,United,,CoachMcRoberts,,0,yes. On a nonstop to Memphis tomorrow morning. With the snow coming in I got my fingers crossed it will go.,,2015-02-21 19:30:13 -0800,"Oxford, MS",
1630,2151,569338032572116992,neutral,0.6745,,0.0,United,,jackiehoglund,,0,traveling with 3 young kids!! Chose our original flights for a reason.,,2015-02-21 19:28:59 -0800,"Boston, MA",Quito
1631,2156,569337170210607105,neutral,1.0,,,United,,c4pyro,,0,are there any upgrades avail to get us all on the same flight,,2015-02-21 19:25:33 -0800,,
1632,2162,569334462292434944,neutral,1.0,,,United,,ntrogers,,0,is flight number 1142 Denver to Las Vegas 1125 on Sunday feb 22 Cancelled Flighted ?,,2015-02-21 19:14:48 -0800,,
1633,2169,569330919020093442,neutral,0.6414,,0.0,United,,patrick_maness,,0,"After all I have been through on this trip, can you get me on another airline home?",,2015-02-21 19:00:43 -0800,Rhode Island,Eastern Time (US & Canada)
1634,2186,569324295635247104,neutral,0.6774,,0.0,United,,Manda_Bear_143,,0,U blow,,2015-02-21 18:34:24 -0800,401 SK,Eastern Time (US & Canada)
1635,2191,569322372995551232,neutral,1.0,,,United,,BryceHuffman,,0,what's the best way to get your tickets? Print off at home or go to check in desk?,,2015-02-21 18:26:45 -0800,Saskatchewan ,Mountain Time (US & Canada)
1636,2203,569317718886903809,neutral,0.6437,,0.0,United,,JoeRychalsky,,0,why are there no early morning flights from HNL to anywhere in the continental US? Example- Monday 4/20. Need flight to PHL,,2015-02-21 18:08:16 -0800,"Wilmington, Delaware",Eastern Time (US & Canada)
1637,2216,569310253315174400,neutral,0.6259,,0.0,United,,jyotipethe,,0,"I have requested upgrade for EWR BOM flight, end of May. Miles + copay. When will i know if I am upgraded?",,2015-02-21 17:38:36 -0800,"Austin, Tx",Central Time (US & Canada)
1638,2219,569309623825670145,neutral,1.0,,,United,,MarkKostka1,,0,any plans of restating nonstop service between IAD and South Florida?  We miss our flights to FLL.,,2015-02-21 17:36:06 -0800,,
1639,2222,569308255966666753,neutral,1.0,,,United,,gwen1013,,0,following,,2015-02-21 17:30:40 -0800,"New Haven, CT",
1640,2224,569308168364425216,neutral,0.6641,,0.0,United,,idontbesoft,,1,please update what is going to happen to passengers now that flt ua14 has been Cancelled Flightled,,2015-02-21 17:30:19 -0800,,
1641,2229,569306302964506624,neutral,0.6904,,0.0,United,,Colettod,,0,could really use your help getting our bags at IAD. We're headed to YOW but now going to YXU,,2015-02-21 17:22:54 -0800,"Ottawa, ON",Eastern Time (US & Canada)
1642,2230,569305546819571712,neutral,1.0,,,United,,c4pyro,,0,It appears there are six flights to Calgary tomorrow is this correct?,,2015-02-21 17:19:54 -0800,,
1643,2234,569302599591022592,neutral,0.6805,,0.0,United,,Jo_Frost,,2,do u serve peanuts/nuts on yr flights yr policies r confusing contradictory advice Pls help  u ask those 2 refrain?,,2015-02-21 17:08:11 -0800,Global,Quito
1644,2235,569302568020549632,neutral,1.0,,,United,,c4pyro,,0,is there another airport closer to Calgary we can fly out of tomorrow.,,2015-02-21 17:08:04 -0800,,
1645,2238,569301951478935553,neutral,0.6672,,,United,,BethRunsDisney,,0,Yes. About an hour after landing.,,2015-02-21 17:05:37 -0800,NYC,Eastern Time (US & Canada)
1646,2241,569300431412850688,neutral,1.0,,,United,,CoachMcRoberts,,0,On flight 1220 right now...,,2015-02-21 16:59:34 -0800,"Oxford, MS",
1647,2242,569300135328530432,neutral,1.0,,,United,,CoachMcRoberts,,0,Can you help me get a flight out tonight to Houston?Just don't want to be stuck here till Monday with all this bad weather moving in,,2015-02-21 16:58:24 -0800,"Oxford, MS",
1648,2246,569298712247312384,neutral,0.6814,,0.0,United,,gwen1013,,0,hoping to get out earlier than 2/23 (only phone option) or assistance with hotel.,,2015-02-21 16:52:44 -0800,"New Haven, CT",
1649,2249,569297162795937792,neutral,0.6854,,0.0,United,,atom_burke,,0,I was on UA1069 today and left my sunglasses in seat 26F. Please help me get them back!,,2015-02-21 16:46:35 -0800,"New York, NY",
1650,2260,569291447377137664,neutral,0.6196,,0.0,United,,jbishop309,,0,who do I need to contact regrading a complaint and to get a voucher funds for future travel on United?,,2015-02-21 16:23:52 -0800,,Mountain Time (US & Canada)
1651,2265,569287399131389953,neutral,0.6522,,,United,,Abdelati786,,0,lmfao,,2015-02-21 16:07:47 -0800,Heart of America,Central Time (US & Canada)
1652,2272,569282692014977025,neutral,0.6325,,0.0,United,,JSJ35,,0,where's the crew for ua748?,,2015-02-21 15:49:05 -0800,Blue Area of the Moon,Eastern Time (US & Canada)
1653,2286,569275566077165568,neutral,1.0,,,United,,SallyM0nster,,0,"hey, I missed my outbound flight - can I still use my return ticket?",,2015-02-21 15:20:46 -0800,Muswell Hill,London
1654,2292,569274618428526592,neutral,1.0,,,United,,jamescalderwood,,0,The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia,"[0.0, 0.0]",2015-02-21 15:17:00 -0800,South Australia,
1655,2295,569273298325864448,neutral,1.0,,,United,,mrskmwatkins,,0,- any way to get a message to an international flight gate at EWR?      Road conditions are horrible trying to get to flight ...,,2015-02-21 15:11:45 -0800,Philly Burbs,
1656,2296,569273251186286593,neutral,0.6308,,0.0,United,,GreenkidspenWRA,,0,Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?,,2015-02-21 15:11:34 -0800,Grimsby - UK,
1657,2301,569271561481531392,neutral,0.6651,,0.0,United,,BekeAbe,,0,can I get your service desk # at IAD?,,2015-02-21 15:04:51 -0800,Gooner,Eastern Time (US & Canada)
1658,2309,569262631258705920,neutral,1.0,,,United,,bradleycfox,,0,- it is possible to make a ticket change via Twitter? Traveling internationally and can't make calls... Thanks in advance!,,2015-02-21 14:29:22 -0800,"Seattle, WA / 36,000 feet",Pacific Time (US & Canada)
1659,2314,569261077877248000,neutral,1.0,,,United,,travelmanphil,,0,give me an email address and I'll send the actually screen shot to you.,,2015-02-21 14:23:11 -0800,"Dallas, TX",Central Time (US & Canada)
1660,2316,569260922365063169,neutral,0.6509,,0.0,United,,school_tales,,0,also checked email you have on file for me and it is correct,,2015-02-21 14:22:34 -0800,midwest and sometimes Spain,
1661,2340,569253285015752704,neutral,0.6574,,,United,,PalenMcDermott,,0,!!!!! YAAYY!!! YAY PROM!!!!,,2015-02-21 13:52:14 -0800,,Eastern Time (US & Canada)
1662,2357,569247579692781569,neutral,1.0,,,United,,EbolaOutbreakUS,,0,SATURDAY this morning Man dies from Ebola,,2015-02-21 13:29:33 -0800,,Eastern Time (US & Canada)
1663,2363,569244202225307648,neutral,1.0,,,United,,9kenny5,,0,So what's allowed or what's not allowed to be carried in my checked baggage?,,2015-02-21 13:16:08 -0800,England,London
1664,2370,569242111100514305,neutral,1.0,,,United,,AndrewMcDublin,,0,"I haven't booked yet, I'm asking before I book",,2015-02-21 13:07:49 -0800,,
1665,2375,569239939776274433,neutral,0.6316,,0.0,United,,nyc2theworld,,0,since UA 1226 ORD-EWR is delayed pushing it into meal time does that mean it will be catered with meals in First?,,2015-02-21 12:59:12 -0800,One of the C-gates at EWR.,Eastern Time (US & Canada)
1666,2378,569238148032671744,neutral,0.643,,0.0,United,,AndrewMcDublin,,0,correct?  What's correct?  Sorry I'm lost,,2015-02-21 12:52:05 -0800,,
1667,2382,569236060615667713,neutral,0.7065,,0.0,United,,AndrewMcDublin,,0,I'm flying UA but *G with A3,,2015-02-21 12:43:47 -0800,,
1668,2384,569235062862036992,neutral,1.0,,,United,,setfive,,0,"we have developers flying down tmrw morn. w/45 min layover, there is an earlier flight to have 1.5hr layover, can move them up?",,2015-02-21 12:39:49 -0800,"Central Sq. Cambridge, MA",Eastern Time (US & Canada)
1669,2387,569233434423353344,neutral,0.3444,,0.0,United,,c4pyro,,0,Home is Calgary can you get us there without the added expense of accommodations and meals.,,2015-02-21 12:33:21 -0800,,
1670,2397,569229796401684480,neutral,0.6768,,0.0,United,,school_tales,,0,nope.  no case id either time.,,2015-02-21 12:18:53 -0800,midwest and sometimes Spain,
1671,2402,569227342675116033,neutral,1.0,,,United,,AndrewMcDublin,,0,"A3 Gold. So the international baggage limit apply when booked on 1 ticket,even for a domestic leg?  What if I travel with 2 friends?",,2015-02-21 12:09:08 -0800,,
1672,2409,569222424236916736,neutral,0.6729,,0.0,United,,TenyZhu,,0,already DM you my concern. Pls check.,"[31.27777976, 121.59340615]",2015-02-21 11:49:36 -0800,,Pacific Time (US & Canada)
